,stop_id,stop_code,stop_name,stop_url,wheelchair,route_id,loc_type,service_id,geometry
624,50534,50534,Kindersley / Ostell-Crescent,http://m.stm.info/fr/horaires/arrets/50534/bus,1,124,0,20S,POINT (292967.6309964122 5040376.538890681)
625,50535,50535,Saint-Hubert / de Louvain,http://m.stm.info/fr/horaires/arrets/50535/bus,1,30,0,20S,POINT (293152.0640100939 5045932.650952665)
626,50536,50536,de Louvain / Saint-Hubert,http://m.stm.info/fr/horaires/arrets/50536/bus,1,440,0,20S,POINT (293123.3046886929 5045960.042914486)
627,50537,50537,Saint-Hubert / de Louvain,http://m.stm.info/fr/horaires/arrets/50537/bus,1,30,0,20S,POINT (293107.6344852467 5045930.622192785)
628,50538,50538,de Louvain / Saint-Hubert,http://m.stm.info/fr/horaires/arrets/50538/bus,1,440,0,20S,POINT (293124.0001367788 5045914.255294652)
629,50539,50539,Marché Central (de l'Acadie / Crémazie),http://m.stm.info/fr/horaires/arrets/50539/bus,1,"179,365",0,20S,POINT (293059.9680005299 5043491.038366891)
630,50540,50540,Fleury / de Lille,http://m.stm.info/fr/horaires/arrets/50540/bus,1,140,0,20S,POINT (293205.2145040226 5048283.551002667)
631,50541,50541,Fleury / de Lille,http://m.stm.info/fr/horaires/arrets/50541/bus,1,140,0,20S,POINT (293202.8257446257 5048257.995006731)
632,50542,50542,Sauvé / Garnier,http://m.stm.info/fr/horaires/arrets/50542/bus,1,"121,378",0,20S,POINT (293197.2153591302 5047125.346443933)
633,50543,50543,Sauvé / Garnier,http://m.stm.info/fr/horaires/arrets/50543/bus,1,"121,378",0,20S,POINT (293192.6091120276 5047082.902532898)
634,50544,50544,Vézina / Macdonald,http://m.stm.info/fr/horaires/arrets/50544/bus,1,166,0,20S,POINT (293010.696186854 5038798.401291252)
635,50545,50545,Legendre / de Reims,http://m.stm.info/fr/horaires/arrets/50545/bus,1,146,0,20S,POINT (293151.2979934358 5044638.18989496)
636,50546,50546,Legendre / de Reims,http://m.stm.info/fr/horaires/arrets/50546/bus,1,146,0,20S,POINT (293151.6374518838 5044610.73975368)
637,50547,50547,de la Savane / Kindersley,http://m.stm.info/fr/horaires/arrets/50547/bus,1,124,0,20S,POINT (293056.4300412309 5040097.544816149)
638,50548,50548,Kindersley / de la Savane,http://m.stm.info/fr/horaires/arrets/50548/bus,1,124,0,20S,POINT (293024.1735696051 5040107.829277479)
639,50549,50549,Crémazie / de l'Acadie,http://m.stm.info/fr/horaires/arrets/50549/bus,1,460,0,20S,POINT (293109.6022119014 5043510.393642067)
640,50550,50550,Clanranald / Vézina,http://m.stm.info/fr/horaires/arrets/50550/bus,1,166,0,20S,POINT (293094.4100611761 5038839.474154986)
641,50551,50551,Berri / Chabanel,http://m.stm.info/fr/horaires/arrets/50551/bus,1,"31,361",0,20S,POINT (293189.6319624219 5045433.932821646)
642,50552,50552,du Parc / No 6590,http://m.stm.info/fr/horaires/arrets/50552/bus,1,"80,365,480",0,20S,POINT (295795.2107053695 5043114.780213976)
643,50553,50553,du Parc / De Beauharnois,http://m.stm.info/fr/horaires/arrets/50553/bus,1,135,0,20S,POINT (293214.278675275 5044066.968043359)
644,50554,50554,du Parc / De Beauharnois,http://m.stm.info/fr/horaires/arrets/50554/bus,1,135,0,20S,POINT (293223.0752298564 5044051.393382463)
645,50555,50555,Papineau / Sauvé,http://m.stm.info/fr/horaires/arrets/50555/bus,1,"45,359",0,20S,POINT (293294.3805871003 5047325.871733086)
646,50556,50556,Sauvé / Papineau,http://m.stm.info/fr/horaires/arrets/50556/bus,1,"121,378",0,20S,POINT (293283.1737737649 5047344.229124211)
647,50557,50557,Papineau / Sauvé,http://m.stm.info/fr/horaires/arrets/50557/bus,1,"45,359",0,20S,POINT (293263.9186548048 5047315.703611782)
648,50558,50558,Sauvé / Papineau,http://m.stm.info/fr/horaires/arrets/50558/bus,1,"121,378",0,20S,POINT (293276.6081866361 5047297.121194824)
649,50559,50559,Lajeunesse / Chabanel,http://m.stm.info/fr/horaires/arrets/50559/bus,1,"31,361",0,20S,POINT (293246.3823409508 5045509.953203479)
650,50560,50560,de la Savane / Victoria,http://m.stm.info/fr/horaires/arrets/50560/bus,1,124,0,20S,POINT (293101.190729311 5040087.348337262)
651,50561,50561,Crémazie / de l'Acadie,http://m.stm.info/fr/horaires/arrets/50561/bus,1,"100,460",0,20S,POINT (293260.6204091372 5043360.864453573)
652,50562,50562,Saint-Laurent / Legendre,http://m.stm.info/fr/horaires/arrets/50562/bus,1,"19,54,55,363",0,20S,POINT (293264.8627479057 5044859.909772855)
653,50563,50563,Legendre / Saint-Laurent,http://m.stm.info/fr/horaires/arrets/50563/bus,1,146,0,20S,POINT (293254.9921952376 5044885.377094512)
654,50564,50564,Saint-Laurent / Legendre,http://m.stm.info/fr/horaires/arrets/50564/bus,1,"19,54,55,363",0,20S,POINT (293232.911444035 5044853.189620957)
655,50565,50565,Legendre / Saint-Laurent (coin Sud-Ouest),http://m.stm.info/fr/horaires/arrets/50565/bus,1,146,0,20S,POINT (293247.4136629488 5044840.938394454)
656,50566,50566,Legendre / Saint-Laurent (coin Sud-Est),http://m.stm.info/fr/horaires/arrets/50566/bus,1,146,0,20S,POINT (293268.5920600165 5044892.019960397)
657,50567,50567,Fleury / André-Jobin,http://m.stm.info/fr/horaires/arrets/50567/bus,1,140,0,20S,POINT (293333.6849470643 5048498.911036337)
658,50568,50568,Fleury / André-Jobin,http://m.stm.info/fr/horaires/arrets/50568/bus,1,140,0,20S,POINT (293330.5147116125 5048472.467358046)
659,50569,50569,Walkley / Côte-Saint-Luc,http://m.stm.info/fr/horaires/arrets/50569/bus,1,66,0,20S,POINT (293164.7720187165 5036651.630144924)
660,50570,50570,Côte-Saint-Luc / Walkley,http://m.stm.info/fr/horaires/arrets/50570/bus,1,103,0,20S,POINT (293093.0866398684 5036702.772048074)
661,50571,50571,Sauvé / Charton,http://m.stm.info/fr/horaires/arrets/50571/bus,1,"41,121,378",0,20S,POINT (293346.8149633447 5047484.805666302)
662,50572,50572,Sauvé / Charton,http://m.stm.info/fr/horaires/arrets/50572/bus,1,"41,121,378",0,20S,POINT (293343.7203180762 5047457.250562838)
663,50573,50573,de l'Acadie / Crémazie,http://m.stm.info/fr/horaires/arrets/50573/bus,1,"179,365",0,20S,POINT (293330.900637906 5043393.852683225)
664,50574,50574,Christophe-Colomb / de Louvain,http://m.stm.info/fr/horaires/arrets/50574/bus,1,146,0,20S,POINT (293386.4732377323 5046459.318126234)
665,50575,50575,Christophe-Colomb / de Louvain,http://m.stm.info/fr/horaires/arrets/50575/bus,1,146,0,20S,POINT (293339.232533783 5046454.847955546)
666,50576,50576,West Broadway / Fielding,http://m.stm.info/fr/horaires/arrets/50576/bus,1,"51,102",0,20S,POINT (293168.4642534496 5035562.214726857)
667,50577,50577,Fielding / O'Bryan,http://m.stm.info/fr/horaires/arrets/50577/bus,1,51,0,20S,POINT (293144.4183985866 5035626.825811861)
668,50578,50578,West Broadway / Fielding,http://m.stm.info/fr/horaires/arrets/50578/bus,1,102,0,20S,POINT (293108.667678603 5035578.884021856)
669,50579,50579,Crémazie / d'Outremont,http://m.stm.info/fr/horaires/arrets/50579/bus,1,100,0,20S,POINT (293317.7625661389 5043641.144125367)
670,50580,50580,Victoria / Jean-Talon,http://m.stm.info/fr/horaires/arrets/50580/bus,1,124,0,20S,POINT (293261.6025414667 5039901.240754235)
671,50581,50581,Jean-Talon / Victoria,http://m.stm.info/fr/horaires/arrets/50581/bus,1,"92,369,372",0,20S,POINT (293235.3149545191 5039928.182773516)
672,50582,50582,Victoria / Jean-Talon,http://m.stm.info/fr/horaires/arrets/50582/bus,1,124,0,20S,POINT (293208.7867565211 5039909.339462685)
673,50583,50583,Jean-Talon / Victoria,http://m.stm.info/fr/horaires/arrets/50583/bus,1,"92,368,369,372",0,20S,POINT (293227.6238589845 5039868.297452808)
674,50584,50584,Macdonald / Plamondon,http://m.stm.info/fr/horaires/arrets/50584/bus,1,166,0,20S,POINT (293202.3973813968 5038650.129552428)
675,50585,50585,Saint-Hubert / Chabanel,http://m.stm.info/fr/horaires/arrets/50585/bus,1,30,0,20S,POINT (293384.5618139307 5045838.650087709)
676,50586,50586,Saint-Hubert / Chabanel,http://m.stm.info/fr/horaires/arrets/50586/bus,1,30,0,20S,POINT (293352.3033127111 5045831.929894715)
677,50587,50587,Jean-Talon / No 4855,http://m.stm.info/fr/horaires/arrets/50587/bus,1,368,0,20S,POINT (293195.0936768308 5039858.133467571)
678,50588,50588,Champagneur / Crémazie,http://m.stm.info/fr/horaires/arrets/50588/bus,1,"80,193,480",0,20S,POINT (293378.0089899431 5043698.93357787)
679,50589,50589,Legendre / Henri-Julien,http://m.stm.info/fr/horaires/arrets/50589/bus,2,146,0,20S,POINT (293370.4652195739 5045173.107657163)
680,50590,50590,Legendre / Henri-Julien,http://m.stm.info/fr/horaires/arrets/50590/bus,1,146,0,20S,POINT (293369.2315047677 5045138.881343105)
681,50591,50591,Décarie / Vézina,http://m.stm.info/fr/horaires/arrets/50591/bus,1,"17,371",0,20S,POINT (293275.522320439 5039139.525262753)
682,50592,50592,Fleury / Larose,http://m.stm.info/fr/horaires/arrets/50592/bus,1,140,0,20S,POINT (293469.6649552648 5048728.818487127)
683,50593,50593,Fleury / Larose,http://m.stm.info/fr/horaires/arrets/50593/bus,1,140,0,20S,POINT (293462.0327182074 5048694.492417101)
684,50594,50594,Sauvé / De Lorimier,http://m.stm.info/fr/horaires/arrets/50594/bus,1,"121,378",0,20S,POINT (293456.0367631814 5047667.863757271)
685,50595,50595,Sauvé / De Lorimier,http://m.stm.info/fr/horaires/arrets/50595/bus,1,"41,121,378",0,20S,POINT (293452.7089214934 5047640.531280661)
686,50596,50596,Fielding / Doherty,http://m.stm.info/fr/horaires/arrets/50596/bus,1,51,0,20S,POINT (293194.4795155204 5035716.859659735)
687,50597,50597,Fielding / Doherty,http://m.stm.info/fr/horaires/arrets/50597/bus,1,51,0,20S,POINT (293214.5049773787 5035677.260424875)
688,50598,50598,Clanranald / Plamondon,http://m.stm.info/fr/horaires/arrets/50598/bus,1,166,0,20S,POINT (293276.0867688568 5038723.00669389)
689,50599,50599,Décarie / Vézina,http://m.stm.info/fr/horaires/arrets/50599/bus,1,"17,371",0,20S,POINT (293252.3713768518 5039088.781087843)
690,50600,50600,Legendre / Berri,http://m.stm.info/fr/horaires/arrets/50600/bus,1,146,0,20S,POINT (293443.4863346744 5045351.230194971)
691,50601,50601,Berri / Legendre,http://m.stm.info/fr/horaires/arrets/50601/bus,1,"31,361",0,20S,POINT (293430.729236111 5045335.028091383)
692,50602,50602,Legendre / Berri,http://m.stm.info/fr/horaires/arrets/50602/bus,1,146,0,20S,POINT (293440.5311662445 5045314.784343772)
693,50603,50603,Cavendish / Côte-Saint-Luc,http://m.stm.info/fr/horaires/arrets/50603/bus,1,"104,138",0,20S,POINT (293266.4128821446 5036859.589706393)
694,50604,50604,Côte-Saint-Luc / Cavendish,http://m.stm.info/fr/horaires/arrets/50604/bus,1,103,0,20S,POINT (293249.4316961304 5036894.515795274)
695,50605,50605,Cavendish / Côte-Saint-Luc,http://m.stm.info/fr/horaires/arrets/50605/bus,1,"104,138",0,20S,POINT (293204.1364000469 5036881.708105743)
696,50606,50606,Côte-Saint-Luc / Cavendish,http://m.stm.info/fr/horaires/arrets/50606/bus,1,"66,103,420",0,20S,POINT (293224.9318812807 5036837.662187137)
697,50607,50607,McLynn / Plamondon,http://m.stm.info/fr/horaires/arrets/50607/bus,1,160,0,20S,POINT (293285.0105239217 5038815.228709626)
698,50608,50608,Jean-Talon / de la Savane,http://m.stm.info/fr/horaires/arrets/50608/bus,1,"92,369,372",0,20S,POINT (293347.2147717278 5040092.228959068)
699,50609,50609,Jean-Talon / de la Savane,http://m.stm.info/fr/horaires/arrets/50609/bus,1,"92,369,372",0,20S,POINT (293319.4125236732 5040017.155316674)
700,50610,50610,Papineau / Charland,http://m.stm.info/fr/horaires/arrets/50610/bus,1,"45,54,359,440",0,20S,POINT (293529.0098586404 5047185.974391629)
701,50611,50611,Charland / Charton,http://m.stm.info/fr/horaires/arrets/50611/bus,1,"54,440",0,20S,POINT (293556.4867401808 5047316.060649772)
702,50613,50613,Fielding / Saint-Ignatius,http://m.stm.info/fr/horaires/arrets/50613/bus,1,51,0,20S,POINT (293259.6051205574 5035834.648756123)
703,50614,50614,Fielding / Saint-Ignatius,http://m.stm.info/fr/horaires/arrets/50614/bus,1,51,0,20S,POINT (293279.3949858423 5035794.494502941)
704,50615,50615,Lajeunesse / Legendre,http://m.stm.info/fr/horaires/arrets/50615/bus,1,"31,361",0,20S,POINT (293488.0211441962 5045409.382683676)
705,50616,50616,Sauvé / Parthenais,http://m.stm.info/fr/horaires/arrets/50616/bus,1,"121,378",0,20S,POINT (293548.5796580187 5047824.615405151)
706,50617,50617,Sauvé / Parthenais,http://m.stm.info/fr/horaires/arrets/50617/bus,1,"121,378",0,20S,POINT (293535.3843948165 5047778.852677831)
707,50618,50618,Chester / Walkley,http://m.stm.info/fr/horaires/arrets/50618/bus,1,66,0,20S,POINT (293314.0706970425 5036582.121387048)
708,50619,50619,Saint-Laurent / De Beauharnois,http://m.stm.info/fr/horaires/arrets/50619/bus,1,"19,54,55,363",0,20S,POINT (293504.8980619305 5044765.455287777)
709,50620,50620,Saint-Laurent / De Beauharnois,http://m.stm.info/fr/horaires/arrets/50620/bus,1,"19,54,55,363",0,20S,POINT (293474.4993279788 5044753.730184237)
710,50621,50621,Crémazie / Tolhurst,http://m.stm.info/fr/horaires/arrets/50621/bus,1,100,0,20S,POINT (293505.50450431 5044191.793013436)
711,50622,50622,Fielding / Coronation,http://m.stm.info/fr/horaires/arrets/50622/bus,1,51,0,20S,POINT (293336.0034047848 5035960.19707734)
712,50623,50623,Fielding / Coronation,http://m.stm.info/fr/horaires/arrets/50623/bus,1,51,0,20S,POINT (293349.6973034694 5035922.054499766)
713,50624,50624,Jeanne-Mance / Crémazie,http://m.stm.info/fr/horaires/arrets/50624/bus,1,52,0,20S,POINT (293538.1976399344 5044088.04850279)
714,50625,50625,Sauvé / Rancourt,http://m.stm.info/fr/horaires/arrets/50625/bus,1,"121,378",0,20S,POINT (293621.3818191743 5047943.72984256)
715,50626,50626,Côte-Saint-Luc / Randall,http://m.stm.info/fr/horaires/arrets/50626/bus,1,103,0,20S,POINT (293364.6812908653 5037022.549331463)
716,50627,50627,Côte-Saint-Luc / Randall,http://m.stm.info/fr/horaires/arrets/50627/bus,1,"66,103",0,20S,POINT (293356.7919082522 5036983.779230396)
717,50628,50628,Décarie / Plamondon,http://m.stm.info/fr/horaires/arrets/50628/bus,1,"17,371",0,20S,POINT (293460.3987268585 5039023.27944927)
718,50629,50629,Plamondon / Décarie,http://m.stm.info/fr/horaires/arrets/50629/bus,1,160,0,20S,POINT (293452.3308604629 5039057.077731245)
719,50630,50630,Plamondon / Décarie,http://m.stm.info/fr/horaires/arrets/50630/bus,1,160,0,20S,POINT (293428.4186203497 5038973.773024209)
720,50631,50631,Plamondon / Trans Island,http://m.stm.info/fr/horaires/arrets/50631/bus,1,160,0,20S,POINT (293478.4666932049 5039073.477889513)
721,50632,50632,de l'Acadie / de Liège,http://m.stm.info/fr/horaires/arrets/50632/bus,1,"179,365",0,20S,POINT (293564.9769751927 5043298.411638704)
722,50633,50633,de l'Acadie / de Liège,http://m.stm.info/fr/horaires/arrets/50633/bus,1,"179,365",0,20S,POINT (293534.4138389718 5043286.019753627)
723,50634,50634,Sauvé / de Lille,http://m.stm.info/fr/horaires/arrets/50634/bus,1,"121,378",0,20S,POINT (293657.9807217155 5047983.449936928)
724,50635,50635,de Lille / Sauvé,http://m.stm.info/fr/horaires/arrets/50635/bus,1,54,0,20S,POINT (293691.1344699378 5047973.278007483)
725,50636,50636,Cavendish / Chester,http://m.stm.info/fr/horaires/arrets/50636/bus,1,"104,138",0,20S,POINT (293435.2127236894 5036766.48842181)
726,50637,50637,Chester / Cavendish,http://m.stm.info/fr/horaires/arrets/50637/bus,1,66,0,20S,POINT (293422.8817266796 5036779.290709608)
727,50638,50638,Cavendish / Chester,http://m.stm.info/fr/horaires/arrets/50638/bus,1,"104,138",0,20S,POINT (293406.1199318428 5036763.31832578)
728,50639,50639,Christophe-Colomb / Chabanel,http://m.stm.info/fr/horaires/arrets/50639/bus,1,146,0,20S,POINT (293640.097786516 5046357.17552854)
729,50640,50640,Christophe-Colomb / Chabanel,http://m.stm.info/fr/horaires/arrets/50640/bus,1,146,0,20S,POINT (293608.2248453484 5046346.11919218)
730,50641,50641,Van Horne / Macdonald,http://m.stm.info/fr/horaires/arrets/50641/bus,1,"161,370",0,20S,POINT (293456.1007617824 5038504.529706359)
731,50642,50642,Macdonald / Fleet,http://m.stm.info/fr/horaires/arrets/50642/bus,1,166,0,20S,POINT (293441.0788301739 5038497.111110485)
732,50643,50643,Fleet / Macdonald,http://m.stm.info/fr/horaires/arrets/50643/bus,2,"161,370",0,20S,POINT (293455.4282386985 5038478.415248124)
733,50644,50644,Collège Ahuntsic (St-Hubert / Legendre),http://m.stm.info/fr/horaires/arrets/50644/bus,1,30,0,20S,POINT (293620.0315862917 5045743.541266954)
734,50645,50645,Saint-Hubert / Legendre,http://m.stm.info/fr/horaires/arrets/50645/bus,1,30,0,20S,POINT (293591.2059448471 5045735.480139369)
735,50646,50646,Papineau / de Louvain,http://m.stm.info/fr/horaires/arrets/50646/bus,1,"45,54,359",0,20S,POINT (293697.5925261924 5047081.209205395)
736,50647,50647,Papineau / de Louvain,http://m.stm.info/fr/horaires/arrets/50647/bus,1,"45,54,359",0,20S,POINT (293718.9072773892 5047039.163561337)
737,50648,50648,West Broadway / Somerled,http://m.stm.info/fr/horaires/arrets/50648/bus,1,51,0,20S,POINT (293437.7718133451 5035413.697066562)
738,50649,50649,Somerled / West Broadway,http://m.stm.info/fr/horaires/arrets/50649/bus,1,102,0,20S,POINT (293423.4946208647 5035432.948373157)
739,50650,50650,West Broadway / Somerled,http://m.stm.info/fr/horaires/arrets/50650/bus,1,51,0,20S,POINT (293406.3343912667 5035414.865261341)
740,50651,50651,Somerled / O'Bryan,http://m.stm.info/fr/horaires/arrets/50651/bus,1,102,0,20S,POINT (293446.2064516216 5035450.465853597)
741,50652,50652,Charland / De Lorimier,http://m.stm.info/fr/horaires/arrets/50652/bus,1,"41,54",0,20S,POINT (293686.2160190372 5047532.758938591)
742,50653,50653,Charland / De Lorimier,http://m.stm.info/fr/horaires/arrets/50653/bus,1,54,0,20S,POINT (293682.1858116931 5047504.98306716)
743,50654,50654,Victoria / Mackenzie,http://m.stm.info/fr/horaires/arrets/50654/bus,1,"124,368",0,20S,POINT (293538.8011435323 5039723.372736063)
744,50655,50655,Victoria / Mackenzie,http://m.stm.info/fr/horaires/arrets/50655/bus,1,"124,368",0,20S,POINT (293503.0860013799 5039724.103682044)
745,50656,50656,Crémazie / de l'Esplanade,http://m.stm.info/fr/horaires/arrets/50656/bus,1,100,0,20S,POINT (293561.017627117 5044314.160200654)
746,50657,50657,Crémazie / de l'Esplanade,http://m.stm.info/fr/horaires/arrets/50657/bus,1,"52,100,135",0,20S,POINT (293621.6964272438 5044312.718138365)
747,50658,50658,Clanranald / Van Horne,http://m.stm.info/fr/horaires/arrets/50658/bus,1,166,0,20S,POINT (293517.2652147512 5038568.097325996)
748,50659,50659,Van Horne / Clanranald,http://m.stm.info/fr/horaires/arrets/50659/bus,1,"161,370",0,20S,POINT (293506.9753732684 5038583.896355188)
749,50660,50660,Van Horne / Clanranald,http://m.stm.info/fr/horaires/arrets/50660/bus,1,"161,370",0,20S,POINT (293501.9988071866 5038555.011366525)
750,50661,50661,Fielding / Rosedale,http://m.stm.info/fr/horaires/arrets/50661/bus,1,51,0,20S,POINT (293463.0137174961 5036183.56047615)
751,50662,50662,Fielding / Rosedale,http://m.stm.info/fr/horaires/arrets/50662/bus,1,51,0,20S,POINT (293465.6165376744 5036152.550480262)
752,50663,50663,Barclay / de Westbury,http://m.stm.info/fr/horaires/arrets/50663/bus,1,160,0,20S,POINT (293543.5103512675 5039254.948419685)
753,50664,50664,Crémazie / Clark,http://m.stm.info/fr/horaires/arrets/50664/bus,1,"100,135,460",0,20S,POINT (293679.4864687126 5044575.886022597)
754,50665,50665,Crémazie / Clark,http://m.stm.info/fr/horaires/arrets/50665/bus,1,"52,100,135",0,20S,POINT (293735.2218795463 5044562.562742422)
755,50666,50666,Sauvé / D'Iberville,http://m.stm.info/fr/horaires/arrets/50666/bus,1,54,0,20S,POINT (293745.0710953628 5048151.883118516)
756,50667,50667,Sauvé / D'Iberville,http://m.stm.info/fr/horaires/arrets/50667/bus,1,"121,378",0,20S,POINT (293743.4626304884 5048124.991965366)
757,50668,50668,Saint-Laurent / Crémazie,http://m.stm.info/fr/horaires/arrets/50668/bus,1,"55,363",0,20S,POINT (293773.5699692968 5044742.417214234)
758,50669,50669,Crémazie / Saint-Laurent,http://m.stm.info/fr/horaires/arrets/50669/bus,1,"19,54,100",0,20S,POINT (293757.1014906217 5044747.447126297)
759,50670,50670,Saint-Laurent / Crémazie,http://m.stm.info/fr/horaires/arrets/50670/bus,1,"55,363",0,20S,POINT (293725.5037563001 5044587.251112738)
760,50671,50671,Crémazie / Saint-Laurent,http://m.stm.info/fr/horaires/arrets/50671/bus,1,"19,52,54,100,460",0,20S,POINT (293785.4769344089 5044674.606007195)
761,50672,50672,Berri / Émile-Journault,http://m.stm.info/fr/horaires/arrets/50672/bus,1,"31,146,361",0,20S,POINT (293666.9182757914 5045238.141765307)
762,50673,50673,Somerled / Doherty,http://m.stm.info/fr/horaires/arrets/50673/bus,1,102,0,20S,POINT (293492.6187300425 5035557.067001356)
763,50674,50674,Somerled / Doherty,http://m.stm.info/fr/horaires/arrets/50674/bus,1,102,0,20S,POINT (293489.9873580677 5035528.955844252)
764,50675,50675,Jeanne-Mance / Bellarmin,http://m.stm.info/fr/horaires/arrets/50675/bus,1,52,0,20S,POINT (293684.6052594116 5044027.331706796)
765,50676,50676,Champagneur / de Liège,http://m.stm.info/fr/horaires/arrets/50676/bus,1,"80,193,480",0,20S,POINT (293684.2809418919 5043580.028221581)
766,50677,50677,Randall / Chester,http://m.stm.info/fr/horaires/arrets/50677/bus,1,66,0,20S,POINT (293516.2639405211 5036965.93226585)
767,50678,50678,Lajeunesse / Émile-Journault,http://m.stm.info/fr/horaires/arrets/50678/bus,1,"31,146,361",0,20S,POINT (293734.1151507308 5045306.924417024)
768,50679,50679,Émile-Journault / Lajeunesse,http://m.stm.info/fr/horaires/arrets/50679/bus,1,146,0,20S,POINT (293720.4971407957 5045333.397822535)
769,50680,50680,Plamondon / Barclay,http://m.stm.info/fr/horaires/arrets/50680/bus,1,160,0,20S,POINT (293541.4061244936 5039171.159686035)
770,50681,50681,Crémazie / de Reims,http://m.stm.info/fr/horaires/arrets/50681/bus,1,"52,100,135",0,20S,POINT (293680.8122021049 5044442.748052659)
771,50682,50682,de Liège / De L'Épée,http://m.stm.info/fr/horaires/arrets/50682/bus,1,"80,193,480",0,20S,POINT (293720.7626082472 5043716.099642043)
772,50683,50683,Barclay / Lemieux,http://m.stm.info/fr/horaires/arrets/50683/bus,1,160,0,20S,POINT (293630.3125265458 5039411.821039128)
773,50684,50684,Van Horne / Coolbrook,http://m.stm.info/fr/horaires/arrets/50684/bus,1,"161,370",0,20S,POINT (293619.2250839443 5038759.504047805)
774,50685,50685,Sauvé / Sackville,http://m.stm.info/fr/horaires/arrets/50685/bus,1,54,0,20S,POINT (293836.8945054519 5048307.084516286)
775,50686,50686,Sauvé / Sackville,http://m.stm.info/fr/horaires/arrets/50686/bus,1,"121,378",0,20S,POINT (293833.016286301 5048276.307681668)
776,50687,50687,Émile-Journault / Millen,http://m.stm.info/fr/horaires/arrets/50687/bus,1,146,0,20S,POINT (293787.1927257723 5045473.306238176)
777,50688,50688,Fielding / Walkley,http://m.stm.info/fr/horaires/arrets/50688/bus,1,51,0,20S,POINT (293595.281455642 5036422.25307402)
778,50689,50689,Fielding / Walkley,http://m.stm.info/fr/horaires/arrets/50689/bus,1,51,0,20S,POINT (293588.3194125545 5036376.924389884)
779,50690,50690,Victoria / Bouchette,http://m.stm.info/fr/horaires/arrets/50690/bus,1,"124,368",0,20S,POINT (293687.6689624996 5039626.090370442)
780,50691,50691,Victoria / Bouchette,http://m.stm.info/fr/horaires/arrets/50691/bus,1,"124,368",0,20S,POINT (293657.8965915529 5039628.810271345)
781,50692,50692,Côte-des-Neiges / Jean-Talon,http://m.stm.info/fr/horaires/arrets/50692/bus,1,"165,465",0,20S,POINT (293717.3733468233 5040602.988664004)
782,50693,50693,Jean-Talon / Laird,http://m.stm.info/fr/horaires/arrets/50693/bus,1,"92,372",0,20S,POINT (293699.0689101528 5040636.471406108)
783,50694,50694,Parc Roméo-Charette,http://m.stm.info/fr/horaires/arrets/50694/bus,1,"92,372",0,20S,POINT (293746.4612633447 5040657.947157723)
784,50695,50695,Somerled / Coronation,http://m.stm.info/fr/horaires/arrets/50695/bus,1,102,0,20S,POINT (293625.9967928067 5035797.758394707)
785,50696,50696,Somerled / Coronation,http://m.stm.info/fr/horaires/arrets/50696/bus,1,102,0,20S,POINT (293625.7987059234 5035774.31030912)
786,50697,50697,Plamondon / Lemieux,http://m.stm.info/fr/horaires/arrets/50697/bus,1,160,0,20S,POINT (293699.982103131 5039340.796127963)
787,50698,50698,de l'Acadie / d'Anvers,http://m.stm.info/fr/horaires/arrets/50698/bus,1,"179,365",0,20S,POINT (293805.3780200281 5043197.633975491)
788,50699,50699,de l'Acadie / d'Anvers,http://m.stm.info/fr/horaires/arrets/50699/bus,1,"179,365",0,20S,POINT (293775.5166980488 5043184.572899097)
789,50700,50700,Décarie / Van Horne,http://m.stm.info/fr/horaires/arrets/50700/bus,1,"17,371",0,20S,POINT (293704.2271287745 5038868.038986837)
790,50701,50701,Van Horne / Décarie,http://m.stm.info/fr/horaires/arrets/50701/bus,1,"161,370",0,20S,POINT (293697.5696135678 5038904.612712973)
791,50702,50702,Décarie / Van Horne,http://m.stm.info/fr/horaires/arrets/50702/bus,1,"17,371",0,20S,POINT (293658.2853823528 5038834.78115325)
792,50703,50703,Van Horne / Décarie,http://m.stm.info/fr/horaires/arrets/50703/bus,1,"161,370",0,20S,POINT (293671.4678914482 5038819.3106308)
793,50704,50704,Charland / de Lille,http://m.stm.info/fr/horaires/arrets/50704/bus,1,"41,121,378",0,20S,POINT (293894.6898794189 5047882.125245575)
794,50705,50705,de Lille / Charland,http://m.stm.info/fr/horaires/arrets/50705/bus,1,54,0,20S,POINT (293865.3975678255 5047869.173862362)
795,50706,50706,Charland / de Lille,http://m.stm.info/fr/horaires/arrets/50706/bus,1,"41,54",0,20S,POINT (293883.3023626275 5047842.026381688)
796,50707,50707,Saint-Hubert / Émile-Journault,http://m.stm.info/fr/horaires/arrets/50707/bus,1,30,0,20S,POINT (293869.0072334923 5045643.194568136)
797,50708,50708,Émile-Journault / Marcel-Cadieux,http://m.stm.info/fr/horaires/arrets/50708/bus,1,146,0,20S,POINT (293862.9040670267 5045680.545487935)
798,50709,50709,Saint-Hubert / Émile-Journault,http://m.stm.info/fr/horaires/arrets/50709/bus,1,30,0,20S,POINT (293835.0302951016 5045636.363756515)
799,50710,50710,Émile-Journault / Saint-Hubert,http://m.stm.info/fr/horaires/arrets/50710/bus,1,146,0,20S,POINT (293847.7210609139 5045615.559926357)
800,50712,50712,Christophe-Colomb / Legendre,http://m.stm.info/fr/horaires/arrets/50712/bus,1,146,0,20S,POINT (293862.9130587266 5046267.210320652)
801,50713,50713,Christophe-Colomb / Legendre,http://m.stm.info/fr/horaires/arrets/50713/bus,1,146,0,20S,POINT (293825.0331431326 5046258.830536101)
